row_index,column,clean_value,dirty_value,error_type
18,基站编号,BS500000000019,BS500000000019 wrong,分隔符误写
18,源IP,10.18.126.235,10-18-126-235,格式错误
18,用户名,user_000019,user 000019,分隔符误写
18,邮件中收件人信息,1903610890@qq.com,1903610890@qqcom,少写符号
19,IMEI,860000000000207,86000000000020,少写数字
19,IMSI,460091000000019,,漏写
19,上网认证帐号,auth_500019@access.example.cn,auth 500019@access.example.cn,分隔符误写
19,域名,mail19.example.cn,mail19。example.cn,中英文符号混用
19,基站类型,5,5.0,数字格式错误
19,截获时间,1773538318,00000000,长度错误
19,数据来源,124,124.0,数字格式错误
19,源IP,10.19.133.248,999.999.999.999,值域错误
19,用户ID,13102661034844625,13102661034844625_wrong,写错内容
19,用户名,user_000020,,漏写
19,邮件中发件人信息,service@invoice.txffp.com,service@invoicetxffp.com,少写符号
20,关联经度,106.402000,"106,402000",小数点误写
20,基站类型,1,1.0,数字格式错误
20,数据来源,111,111.0,数字格式错误
20,源IP,10.20.140.11,999.999.999.999,值域错误
20,源IPv6,2408:8463:2060:1627:189c:bd48:8dd0:7544,2409:::bad-ipv6,值域错误
20,邮件中发件人信息,clientmanagement@cmcmarkets.co.uk,clientmanagement@cmcmarketsco.uk,少写符号
21,上网认证类型,9999,9999.0,数字格式错误
21,域名,mail1.example.cn,mail1。example.cn,中英文符号混用
22,上网认证帐号,auth_500022@access.example.cn,auth 500022@access.example.cn,分隔符误写
22,关联纬度,29.402200,29.4022,精度缺失
22,域名,mail2.example.cn,mail2example.cn,少写符号
22,基站类型,3,3.0,数字格式错误
22,基站编号,BS500000000023,BS500000000023 wrong,分隔符误写
22,数据来源,124,124.0,数字格式错误
22,源IP,10.22.154.37,999.999.999.999,值域错误
22,用户ID,13102661128933704,13102661128933704 wrong,分隔符误写
22,用户名,user_000023,user 000023,分隔符误写
23,上网认证类型,9999,99999,重复录入
23,关联纬度,29.402300,999.999999,值域错误
23,基站类型,4,44,重复录入
23,用户ID,13102663277742165,13102663277742165_wrong,写错内容
23,邮件中收件人信息,2252867669@qq.com,2252867669 at qq.com,邮箱格式错误
24,IMEI,860000000000256,860000000000256x,混入字母
24,上网认证帐号,auth_500024@access.example.cn,auth_500024@access.example.c,少写字符
24,关联纬度,29.402400,29.4024,精度缺失
24,域名,mail4.example.cn,,漏写
24,基站编号,BS500000000025,BS500000000025_wrong,写错内容
24,用户ID,13102661062072112,1310266106207211,少写字符
24,邮件中发件人信息,qwenlm@service.qwenlm.ai,,漏写
24,邮件中收件人信息,37197616@qq.com,,漏写
25,IMSI,460051000000025,46005100000002,少写数字
25,上网认证帐号,auth_500025@access.example.cn,,漏写
25,上网认证类型,9999,未知,值域错误
25,数据来源,124,124.0,数字格式错误
25,源IP,10.25.175.76,10-25-175-76,格式错误
25,邮件中发件人信息,forestrigdeacademy@gmail.com,forestrigdeacademy@gmailcom,少写符号
25,邮件中收件人信息,2013632795@qq.com,,漏写
26,关联纬度,29.402600,999.999999,值域错误
26,域名,mail6.example.cn,mail6。example.cn,中英文符号混用
26,截获时间,1773577224,177357722,少写数字
26,源IP,10.26.182.89,10-26-182-89,格式错误
26,用户ID,13102663210439845,13102663210439845_wrong,写错内容
26,用户名,user_000027,user 000027,分隔符误写
26,邮件中收件人信息,2185565349@qq.com,2185565349@qqcom,少写符号
27,上网认证类型,9999,99999,重复录入
27,域名,mail7.example.cn,,漏写
27,基站编号,BS500000000028,,漏写
27,截获时间,1773584947,1773584947x,混入字母
27,源IP,10.27.189.102,999.999.999.999,值域错误
27,源IPv6,2408:8462:2410:3684:8c43:9eff:fe13:2692,2408:::8462:2410:3684:8c43:9eff:fe13:2692,格式错误
27,邮件中发件人信息,hello@sayweee.com,unknown@example,域名不完整
28,IMEI,860000000000298,860000000000298x,混入字母
28,IMSI,460081000000028,0000000000000,长度错误
28,上网认证帐号,auth_500028@access.example.cn,auth 500028@access.example.cn,分隔符误写
28,关联经度,106.402800,"106,402800",小数点误写
28,基站类型,4,44,重复录入
28,源IPv6,240e:430:5ab9:c7bc:0:0:0:1,,漏写
28,邮件中收件人信息,3394269889@qq.com,3394269889@qqcom,少写符号
29,上网认证类型,1008,1008.0,数字格式错误
29,基站类型,5,未知,值域错误
29,数据来源,144,1444,重复录入
29,源IP,10.29.203.128,10.29.203.12,少写字符
29,邮件中收件人信息,receiver000030@example.cn,unknown@example,域名不完整
30,源IPv6,2408:8962:11:310:696e:c874:afa8:e6d5,,漏写
30,用户名,user_000031,user_000031_wrong,写错内容
31,IMEI,860000000000322,86000000000032,少写数字
31,基站类型,2,2.0,数字格式错误
31,数据来源,124,1244,重复录入
31,源IP,10.31.217.154,999.999.999.999,值域错误
31,源IPv6,2408:8962:11:310:696e:c874:afa8:e6d5,2409:::bad-ipv6,值域错误
31,用户ID,13102661311628963,13102661311628963_wrong,写错内容
31,用户名,user_000032,,漏写
31,邮件中发件人信息,updates@okx.com,updates at okx.com,邮箱格式错误
32,上网认证类型,9999,未知,值域错误
32,基站类型,3,33,重复录入
32,基站编号,BS500000000033,,漏写
32,截获时间,1773509582,1773509582x,混入字母
32,源IP,10.32.224.167,999.999.999.999,值域错误
32,用户ID,13102663082292855,13102663082292855_wrong,写错内容
33,IMSI,460031000000033,46003100000003,少写数字
33,基站编号,BS500000000034,BS500000000034_wrong,写错内容
33,截获时间,1773520336,1773520336x,混入字母
33,源IPv6,240e:430:1ec1:2457:20b5:47ff:feda:a12d,240e430:1ec1:2457:20b5:47ff:feda:a12d,少写分隔符
33,用户ID,13102661266763744,,漏写
33,用户名,user_000034,user_00003,少写字符
34,上网认证帐号,auth_500034@access.example.cn,auth_500034@access.example.c,少写字符
34,关联纬度,29.403400,"29,403400",小数点误写
34,关联经度,106.403400,,漏写
34,域名,mail14.example.cn,localhost,域名不完整
34,邮件中发件人信息,sender000035@example.cn,,漏写
35,上网认证帐号,auth_500035@access.example.cn,auth_500035@access.example.c,少写字符
35,关联纬度,29.403500,,漏写
35,域名,mail15.example.cn,mail15example.cn,少写符号
35,基站类型,1,1.0,数字格式错误
35,基站编号,BS500000000036,BS500000000036 wrong,分隔符误写
35,源IPv6,2408:8362:125c:78d2:822d:1aff:fe59:e97e,2409:::bad-ipv6,值域错误
35,用户ID,13102662506210450,,漏写
35,用户名,user_000036,,漏写
36,IMEI,860000000000371,,漏写
36,截获时间,1773557178,1773557178x,混入字母
36,源IPv6,2408:8262:f8b:55e1:d8a2:e5c1:375e:a977,2409:::bad-ipv6,值域错误
36,用户ID,13102661378597641,1310266137859764,少写字符
36,用户名,user_000037,user_000037_wrong,写错内容
36,邮件中发件人信息,windfatuhao@qq.com,unknown@example,域名不完整
37,关联经度,106.403700,"106,403700",小数点误写
37,域名,mail17.example.cn,mail17。example.cn,中英文符号混用
37,基站类型,3,3.0,数字格式错误
37,截获时间,1773558179,,漏写
37,源IP,10.37.9.232,10.37.9.23,少写字符
37,用户ID,13102662219144608,1310266221914460,少写字符
38,IMEI,860000000000397,0000000000000,长度错误
38,IMSI,460081000000038,0000000000000,长度错误
38,上网认证帐号,auth_500038@access.example.cn,auth_500038@access.example.cn_wrong,写错内容
38,截获时间,1773558685,1773558685x,混入字母
38,数据来源,111,未知,值域错误
38,用户ID,13102661433788736,13102661433788736 wrong,分隔符误写
38,用户名,user_000039,user_00003,少写字符
39,关联纬度,29.403900,999.999999,值域错误
39,关联经度,106.403900,"106,403900",小数点误写
39,基站类型,5,,漏写
39,基站编号,BS500000000040,BS500000000040_wrong,写错内容
39,截获时间,1773547535,177354753,少写数字
39,源IPv6,2408:8462:1e00:e6e:b034:79ff:fed0:1cb2,,漏写
39,用户ID,13102662110755340,13102662110755340_wrong,写错内容
40,上网认证类型,9999,9999.0,数字格式错误
40,关联纬度,29.404000,"29,404000",小数点误写
40,域名,mail0.example.cn,localhost,域名不完整
40,源IP,10.40.30.21,10.40.30.2,少写字符
40,邮件中收件人信息,1814326292@qq.com,1814326292@qqcom,少写符号
41,关联纬度,29.404100,29.4041,精度缺失
41,关联经度,106.404100,106.4041,精度缺失
41,域名,mail1.example.cn,,漏写
41,截获时间,1773568549,00000000,长度错误
41,数据来源,111,111.0,数字格式错误
41,源IP,10.41.37.34,,漏写
41,源IPv6,2408:8463:3830:90a:189c:d285:c81f:4444,,漏写
42,IMEI,860000000000439,860000000000439x,混入字母
42,上网认证类型,9999,99999,重复录入
42,关联纬度,29.404200,"29,404200",小数点误写
42,关联经度,106.404200,999.999999,值域错误
42,域名,mail2.example.cn,mail2example.cn,少写符号
42,源IP,10.42.44.47,999.999.999.999,值域错误
43,IMEI,860000000000447,860000000000447x,混入字母
43,IMSI,460031000000043,0000000000000,长度错误
43,上网认证帐号,auth_500043@access.example.cn,,漏写
43,源IPv6,2408:8262:6c63:4e11:bd56:ba73:463:1ec3,2409:::bad-ipv6,值域错误
44,IMEI,860000000000454,86000000000045,少写数字
44,IMSI,460041000000044,46004100000004,少写数字
44,关联经度,106.404400,999.999999,值域错误
44,域名,mail4.example.cn,mail4example.cn,少写符号
44,基站编号,BS500000000045,,漏写
44,用户ID,13102662096673519,13102662096673519 wrong,分隔符误写
45,IMSI,460051000000045,,漏写
45,上网认证类型,9999,99999,重复录入
45,关联经度,106.404500,,漏写
45,基站编号,BS500000000046,BS500000000046 wrong,分隔符误写
45,截获时间,1773587035,,漏写
45,数据来源,124,124.0,数字格式错误
45,源IPv6,2409:8961:1903:8d0f:39db:9422:5d97:19b6,2409:::bad-ipv6,值域错误
46,关联纬度,29.404600,999.999999,值域错误
46,基站编号,BS500000000047,BS500000000047_wrong,写错内容
46,用户名,user_000047,user 000047,分隔符误写
47,上网认证帐号,auth_500047@access.example.cn,auth_500047@access.example.cn_wrong,写错内容
47,关联经度,106.404700,,漏写
47,域名,mail7.example.cn,localhost,域名不完整
47,截获时间,1773579077,00000000,长度错误
47,源IPv6,2408:8462:2530:25c9:399b:5ad1:1141:fbe7,,漏写
47,用户ID,13102659401553262,13102659401553262 wrong,分隔符误写
47,邮件中发件人信息,help@acct.epicgames.com,unknown@example,域名不完整
48,域名,mail8.example.cn,localhost,域名不完整
48,基站编号,BS500000000049,,漏写
48,数据来源,144,未知,值域错误
48,源IP,10.48.86.125,10.48.86.12,少写字符
48,用户ID,uid_100048,uid 100048,分隔符误写
48,用户名,user_000049,user_00004,少写字符
48,邮件中收件人信息,receiver000049@example.cn,receiver000049@examplecn,少写符号
49,IMSI,460091000000049,46009100000004,少写数字
49,上网认证帐号,auth_500049@access.example.cn,auth_500049@access.example.c,少写字符
49,上网认证类型,9999,,漏写
49,关联经度,106.404900,,漏写
49,基站编号,BS500000000050,BS500000000050 wrong,分隔符误写
49,源IPv6,2408:8462:3210:9f2:44f1:21ff:fed0:c95d,2409:::bad-ipv6,值域错误
49,用户ID,13102663249660038,13102663249660038 wrong,分隔符误写
50,IMSI,460001000000050,0000000000000,长度错误
50,上网认证帐号,auth_500050@access.example.cn,auth_500050@access.example.c,少写字符
50,上网认证类型,1008,未知,值域错误
50,关联纬度,29.405000,999.999999,值域错误
50,截获时间,1773562345,00000000,长度错误
50,源IPv6,240e:430:1e9a:e583:3038:4bff:fea2:1dd,240e:::430:1e9a:e583:3038:4bff:fea2:1dd,格式错误
50,用户ID,uid_100050,uid 100050,分隔符误写
50,邮件中收件人信息,receiver000051@example.cn,,漏写
51,IMEI,860000000000520,0000000000000,长度错误
51,关联纬度,29.405100,,漏写
51,关联经度,106.405100,,漏写
51,域名,mail11.example.cn,,漏写
51,基站类型,2,2.0,数字格式错误
51,源IP,10.51.107.164,999.999.999.999,值域错误
51,用户名,user_000052,user_00005,少写字符
51,邮件中收件人信息,641032442@qq.com,,漏写
52,IMEI,860000000000538,,漏写
52,关联经度,106.405200,"106,405200",小数点误写
52,域名,mail12.example.cn,mail12example.cn,少写符号
52,基站类型,3,未知,值域错误
52,数据来源,802,未知,值域错误
52,用户名,user_000053,user_000053_wrong,写错内容
53,上网认证类型,9999,未知,值域错误
53,关联经度,106.405300,106.4053,精度缺失
53,域名,mail13.example.cn,localhost,域名不完整
53,基站类型,4,,漏写
53,基站编号,BS500000000054,,漏写
53,数据来源,802,,漏写
53,源IPv6,2408:8462:1800:1522:28fd:76f:808a:cec7,2408:::8462:1800:1522:28fd:76f:808a:cec7,格式错误
53,用户ID,13102661651113453,13102661651113453_wrong,写错内容
53,用户名,user_000054,user_000054_wrong,写错内容
54,关联纬度,29.405400,29.4054,精度缺失
54,关联经度,106.405400,106.4054,精度缺失
54,域名,mail14.example.cn,,漏写
54,源IP,10.54.128.203,10.54.128.20,少写字符
54,源IPv6,2408:8463:5550:c36:189d:6c9:3a62:9c78,,漏写
54,邮件中发件人信息,noreply@derivative.ca,,漏写
55,IMSI,460051000000055,460051000000055x,混入字母
55,关联纬度,29.405500,29.4055,精度缺失
55,截获时间,1773590234,,漏写
55,数据来源,802,802.0,数字格式错误
55,用户名,user_000056,user_00005,少写字符
56,关联纬度,29.405600,29.4056,精度缺失
56,基站类型,2,未知,值域错误
56,源IP,10.56.142.229,,漏写
56,源IPv6,2408:8463:df60:424:acdd:e9ff:fe4e:fe83,2409:::bad-ipv6,值域错误
56,用户名,user_000057,,漏写
57,上网认证帐号,auth_500057@access.example.cn,auth_500057@access.example.c,少写字符
57,上网认证类型,9999,,漏写
57,关联纬度,29.405700,"29,405700",小数点误写
57,基站类型,3,3.0,数字格式错误
57,截获时间,1773547127,177354712,少写数字
57,源IP,10.57.149.242,10.57.149.24,少写字符
57,邮件中发件人信息,cq.caf6@aisino.com,cqcaf6@aisino.com,少写符号
58,IMEI,860000000000595,860000000000595x,混入字母
58,IMSI,460081000000058,460081000000058x,混入字母
58,上网认证帐号,auth_500058@access.example.cn,auth 500058@access.example.cn,分隔符误写
58,关联纬度,29.405800,,漏写
58,关联经度,106.405800,999.999999,值域错误
58,基站类型,4,4.0,数字格式错误
58,截获时间,1773546689,,漏写
58,源IPv6,2409:8961:2b2f:4e1:e4ba:93ff:fe12:1ddb,24098961:2b2f:4e1:e4ba:93ff:fe12:1ddb,少写分隔符
58,用户ID,13102661330493426,,漏写
59,IMSI,460091000000059,460091000000059x,混入字母
59,上网认证类型,9999,未知,值域错误
59,域名,mail19.example.cn,mail19example.cn,少写符号
59,基站编号,BS500000000060,,漏写
59,源IP,10.59.163.18,999.999.999.999,值域错误
59,邮件中发件人信息,career@newsletter.51job.com,unknown@example,域名不完整
59,邮件中收件人信息,2849454296@qq.com,,漏写
60,IMSI,460001000000060,46000100000006,少写数字
60,关联纬度,29.406000,,漏写
60,关联经度,106.406000,,漏写
60,截获时间,1773576703,,漏写
60,用户ID,13102663845620094,1310266384562009,少写字符
60,邮件中收件人信息,2820745598@qq.com,2820745598 at qq.com,邮箱格式错误
61,上网认证帐号,auth_500061@access.example.cn,,漏写
61,基站类型,2,22,重复录入
61,数据来源,144,未知,值域错误
61,源IP,10.61.177.44,10-61-177-44,格式错误
61,源IPv6,2409:8961:860a:4954:40dd:4f2b:9021:9a59,2409:::8961:860a:4954:40dd:4f2b:9021:9a59,格式错误
62,IMEI,860000000000637,,漏写
62,上网认证帐号,auth_500062@access.example.cn,auth_500062@access.example.cn_wrong,写错内容
62,上网认证类型,9999,9999.0,数字格式错误
62,关联纬度,29.406200,"29,406200",小数点误写
62,关联经度,106.406200,106.4062,精度缺失
62,域名,mail2.example.cn,mail2。example.cn,中英文符号混用
62,基站类型,3,,漏写
62,数据来源,111,111.0,数字格式错误
62,用户ID,13102659977120365,13102659977120365_wrong,写错内容
62,邮件中发件人信息,marketplace@seller.ozon.ru,marketplace at seller.ozon.ru,邮箱格式错误
62,邮件中收件人信息,qwe1234qwe456@qq.com,qwe1234qwe456 at qq.com,邮箱格式错误
63,IMEI,860000000000645,,漏写
63,上网认证帐号,auth_500063@access.example.cn,auth_500063@access.example.cn_wrong,写错内容
63,截获时间,1773505358,177350535,少写数字
63,用户名,user_000064,user_00006,少写字符
64,上网认证帐号,auth_500064@access.example.cn,auth_500064@access.example.cn_wrong,写错内容
64,上网认证类型,9999,,漏写
64,数据来源,111,111.0,数字格式错误
64,用户ID,13102663513642962,,漏写
64,邮件中发件人信息,no_reply@browndust2.com,no_reply@browndust2com,少写符号
65,IMSI,460051000000065,,漏写
65,上网认证帐号,auth_500065@access.example.cn,,漏写
65,上网认证类型,9999,99999,重复录入
65,关联纬度,29.406500,"29,406500",小数点误写
65,域名,mail5.example.cn,localhost,域名不完整
65,基站编号,BS500000000066,BS500000000066 wrong,分隔符误写
65,截获时间,1773514884,1773514884x,混入字母
65,数据来源,802,802.0,数字格式错误
65,源IP,10.65.205.96,999.999.999.999,值域错误
66,源IPv6,2408:8463:2b10:22f:a4b6:5ff:fe89:5a8b,24088463:2b10:22f:a4b6:5ff:fe89:5a8b,少写分隔符
66,邮件中收件人信息,1402264058@qq.com,1402264058@qqcom,少写符号
67,IMEI,860000000000686,860000000000686x,混入字母
67,IMSI,460071000000067,460071000000067x,混入字母
67,关联纬度,29.406700,,漏写
67,关联经度,106.406700,999.999999,值域错误
67,数据来源,111,111.0,数字格式错误
67,源IP,10.67.219.122,10.67.219.12,少写字符
67,用户ID,uid_100067,uid_100067_wrong,写错内容
67,用户名,user_000068,,漏写
67,邮件中发件人信息,sender000068@example.cn,unknown@example,域名不完整
67,邮件中收件人信息,receiver000068@example.cn,receiver000068 at example.cn,邮箱格式错误
68,关联纬度,29.406800,29.4068,精度缺失
68,关联经度,106.406800,106.4068,精度缺失
68,域名,mail8.example.cn,mail8。example.cn,中英文符号混用
68,基站类型,4,未知,值域错误
68,源IP,10.68.226.135,10.68.226.13,少写字符
68,源IPv6,2408:8463:2050:bb6:e802:99ff:fe85:afdb,,漏写
69,IMSI,460091000000069,46009100000006,少写数字
69,上网认证帐号,auth_500069@access.example.cn,auth_500069@access.example.cn_wrong,写错内容
69,上网认证类型,9999,9999.0,数字格式错误
69,关联纬度,29.406900,,漏写
69,关联经度,106.406900,"106,406900",小数点误写
69,基站类型,5,未知,值域错误
69,源IP,10.69.233.148,999.999.999.999,值域错误
69,用户名,user_000070,user 000070,分隔符误写
70,IMSI,460001000000070,,漏写
70,上网认证帐号,auth_500070@access.example.cn,auth_500070@access.example.c,少写字符
70,关联纬度,29.407000,999.999999,值域错误
70,基站编号,BS500000000071,BS50000000007,少写字符
70,数据来源,111,111.0,数字格式错误
70,源IP,10.70.240.161,999.999.999.999,值域错误
70,源IPv6,2408:8262:c7f:69ef:eee5:32af:69e4:dcca,2409:::bad-ipv6,值域错误
70,邮件中发件人信息,noreply@icloud.com.cn,,漏写
71,IMSI,460011000000071,,漏写
72,IMEI,860000000000736,86000000000073,少写数字
72,上网认证类型,9999,,漏写
72,关联纬度,29.407200,29.4072,精度缺失
72,基站类型,3,未知,值域错误
72,基站编号,BS500000000073,BS500000000073 wrong,分隔符误写
72,截获时间,1773566263,177356626,少写数字
72,数据来源,111,1111,重复录入
72,用户ID,13102661956006182,13102661956006182_wrong,写错内容
72,用户名,user_000073,user 000073,分隔符误写
72,邮件中收件人信息,931131686@qq.com,unknown@example,域名不完整
73,IMEI,860000000000744,86000000000074,少写数字
73,上网认证帐号,auth_500073@access.example.cn,auth_500073@access.example.cn_wrong,写错内容
73,关联经度,106.407300,,漏写
73,域名,mail13.example.cn,mail13。example.cn,中英文符号混用
73,基站类型,4,,漏写
73,源IPv6,240e:431:62a:f36c:78ef:efd5:8204:2e7e,240e:::431:62a:f36c:78ef:efd5:8204:2e7e,格式错误
73,用户ID,uid_100073,uid_10007,少写字符
73,用户名,user_000074,,漏写
73,邮件中发件人信息,sender000074@example.cn,unknown@example,域名不完整
74,IMEI,860000000000751,86000000000075,少写数字
74,IMSI,460041000000074,46004100000007,少写数字
74,上网认证帐号,auth_500074@access.example.cn,auth_500074@access.example.cn_wrong,写错内容
74,上网认证类型,9999,未知,值域错误
74,数据来源,111,1111,重复录入
